8.140252455736514126e-01 3.138105960899988389e+01 9.598995828597859381e-01 3.137392821940297694e+01
2.488081610301755564e-01 3.486784400999987810e+01 2.824295364626536653e+01 3.486784400561568731e+01
7.748616913600790967e-01 3.874204889999987955e+01 3.138101536256514379e+01 3.874096745718369306e+01
3.479533715865412713e-02 4.304672099999987722e+01 3.486784388097332510e+01 4.292602479564675377e+01
7.819963024083727010e-01 4.782968999999972226e+01 3.874105081832704656e+01 3.692819638856031617e+01
8.455485431995938272e-01 3.976340007352530126e-01 4.301292151772045003e+01 1.437938045855527491e+01
3.595445814898327042e-01 4.024440057409844229e+01 1.037313849909816454e+00 8.773448939437494820e-01
3.871709395685275501e-01 7.875294775466914476e-01 1.442905438294954124e+01 9.748276599375023110e-01
2.824295364809791309e+01 3.486784400982186582e+01 3.024122133719497896e-01 3.486784400999987810e+01
3.138105960899988389e+01 3.874204889999987955e+01 3.138105960899988389e+01 3.874204889999987955e+01
3.486784400999987810e+01 4.304672099999987722e+01 3.486784400999987810e+01 4.304672099999987722e+01
3.874204889999987955e+01 4.782968999999987858e+01 3.874204889999987955e+01 4.782968999999987858e+01
4.304672099990710166e+01 5.314409999999988088e+01 4.304672099999987722e+01 5.314409852288547853e+01
3.750548623725466513e+01 5.904899997708333359e+01 4.782968999983130942e+01 3.989342817991513357e+01
8.921288067332485028e+00 5.290453692909530758e+01 5.660577791910872403e-01 7.295505902819853894e+00
3.118933682046606037e+00 7.337434271469607250e-01 2.088367520539376443e+01 5.025125441941553639e-01
3.138105960899988389e+01 3.874203405021048496e+01 5.671546362393220519e-01 3.874204889999987955e+01
3.486784400999987810e+01 4.304672099999987722e+01 3.486784400999987810e+01 4.304672099999987722e+01
3.874204889999987955e+01 4.782968999999987858e+01 3.874204889999987955e+01 4.782968999999987858e+01
4.304672099999987722e+01 5.314409999999988088e+01 4.304672099999987722e+01 5.314409999999988088e+01
4.782968999999987858e+01 5.904899999999988580e+01 4.782968999999987858e+01 5.904899999999988580e+01
5.312583674129717082e+01 6.560999999999988574e+01 5.314409999996748013e+01 5.305846960297002823e+01
4.035342680284765038e+01 3.123649931982183148e+01 5.904844387005512374e+01 8.192186382864996119e+00
4.353198083772475968e+00 2.541259320661829690e+01 8.074368288635547231e-01 4.445894017422300504e-01
3.486784400999851385e+01 4.301288757876522340e+01 7.786945762000844207e-01 4.304672099999987722e+01
3.874204889999987955e+01 4.782968999999987858e+01 3.874204889999987955e+01 4.782968999999987858e+01
4.304672099999987722e+01 5.314409999999988088e+01 4.304672099999987722e+01 5.314409999999988088e+01
4.782968999999987858e+01 5.904899999999988580e+01 4.782968999999987858e+01 5.904899999999988580e+01
5.314409999999988088e+01 6.560999999999988574e+01 5.314409999999988088e+01 6.560999999999988574e+01
5.904899268182178673e+01 7.289999999999990621e+01 5.904899999895234686e+01 5.904899828090000824e+01
4.928614698913893477e+01 5.961009703295519557e+01 6.560999999529546756e+01 4.387533511080545878e+01
7.339891670873425200e-01 2.213987782770919566e+01 5.888378627966400813e+01 9.061594655544441546e-01
3.874204599690430939e+01 4.766016623600429369e+01 7.661990702304154466e-01 4.782968999999987858e+01
4.304672099999987722e+01 5.314409999999988088e+01 4.304672099999987722e+01 5.314409999999988088e+01
4.782968999999987858e+01 5.904899999999988580e+01 4.782968999999987858e+01 5.904899999999988580e+01
5.314409999999988088e+01 6.560999999999988574e+01 5.314409999999988088e+01 6.560999999999988574e+01
5.904899999999988580e+01 7.289999999999990621e+01 5.904899999999988580e+01 7.289999999999990621e+01
6.560999999911371106e+01 8.099999999999992895e+01 6.560999999990217191e+01 6.588975182902835570e+01
5.799624819798255260e+01 7.756334181419047979e+01 7.289999999210635906e+01 3.329673751542139826e+01
5.003470573013532885e+01 6.699119218771969031e+00 6.205971084355832446e-01 7.110735331329671727e-01
4.281293117168246454e+01 4.250616788436814630e+01 7.331518455307997062e-01 5.314409999999988088e+01
4.782968999999987858e+01 5.904899999999945948e+01 4.782968999999979332e+01 5.904899999999988580e+01
5.314409999999988088e+01 6.560999999999988574e+01 5.314409999999988088e+01 6.560999999999988574e+01
5.904899999999988580e+01 7.289999999999990621e+01 5.904899999999988580e+01 7.289999999999990621e+01
6.560999999999988574e+01 8.099999999999992895e+01 6.560999999999988574e+01 8.099999999999992895e+01
