0,513
1,145
2,169
3,105
4,31
5,41
6,61
7,269
8,245
9,513
10,513
11,513
12,125
13,513
14,513
15,513
16,513
17,513
18,513
19,513
20,513
21,513
22,513
23,513
24,513
25,513
26,513
27,513
28,513
29,513
30,513
31,513
32,513
33,513
34,513
35,513
36,513
37,513
38,299
39,513
40,513
41,513
42,513
43,513
44,513
45,513
46,513
47,513
48,513
49,513
50,513
51,513
52,513
53,513
54,513
55,513
56,513
57,513
58,513
59,513
60,457
61,513
62,513
63,513
64,513
65,513
66,513
67,513
68,513
69,513
70,513
71,513
72,201
73,513
74,513
75,513
76,369
77,513
78,513
79,513
80,513
81,513
82,513
83,423
84,513
85,513
86,513
87,509
88,513
89,355
90,513
91,513
92,169
93,513
94,513
95,513
96,223
97,513
98,513
99,513
100,513
101,513
102,513
103,513
104,513
105,513
106,513
107,513
108,513
109,513
110,513
111,513
112,513
113,513
114,431
115,513
116,513
117,513
118,513
119,513
120,513
121,513
122,29
123,513
124,511
125,513
126,367
127,69
128,43
129,9
130,423
131,175
132,43
133,29
134,13
135,15
136,9
137,37
138,95
139,11
140,9
141,43
142,23
143,9
144,25
145,9
146,21
147,17
148,13
149,25
150,9
151,13
152,9
153,9
154,27
155,35
156,13
157,11
158,9
159,11
160,55
161,37
162,27
163,9
164,15
165,9
166,13
167,11
168,9
169,11
170,9
171,19
172,11
173,11
174,17
175,11
176,29
177,13
178,11
179,11
180,21
181,15
182,13
183,17
184,13
185,9
186,19
187,15
188,9
189,17
190,9
191,19
192,9
193,15
194,13
195,9
196,23
197,11
198,9
199,19
200,19
201,25
202,13
203,13
204,29
205,15
206,9
207,13
208,9
209,13
210,9
211,15
212,11
213,15
214,17
215,15
216,17
217,9
218,9
219,25
220,13
221,11
222,25
223,25
224,31
225,27
226,17
227,11
228,11
229,21
230,13
231,21
232,17
233,13
234,19
235,9
236,21
237,11
238,9
239,13
240,13
241,17
242,37
243,15
244,11
245,15
246,13
247,13
248,21
249,13
250,23
251,13
252,19
253,15
254,15
255,21
256,15
257,11
258,13
259,17
260,21
261,25
262,11
263,9
264,15
265,13
266,27
267,17
268,31
269,11
270,11
271,19
272,21
273,21
274,11
275,11
276,17
277,27
278,13
279,9
280,15
281,15
282,21
283,13
284,13
285,9
286,9
287,17
288,23
289,25
290,23
291,21
292,15
293,9
294,9
295,19
296,13
297,11
298,17
299,31
300,19
301,35
302,13
303,9
304,23
305,13
306,37
307,15
308,9
309,11
310,23
311,17
312,13
313,13
314,15
315,17
316,13
317,17
318,39
319,25
320,21
321,15
322,19
323,13
324,13
325,35
326,17
327,19
328,11
329,19
330,15
331,31
332,13
333,35
334,19
335,19
336,17
337,13
338,19
339,15
340,9
341,13
342,9
343,15
344,11
345,9
346,15
347,13
348,9
349,17
350,15
351,19
352,23
353,11
354,15
355,17
356,27
357,11
358,15
359,13
360,15
361,17
362,17
363,29
364,25
365,11
366,29
367,29
368,15
369,15
370,15
371,15
372,15
373,11
374,17
375,29
376,23
377,13
378,13
379,13
380,29
381,13
382,29
383,15
384,19
385,9
386,23
387,19
388,11
389,9
390,21
391,11
392,19
393,17
394,17
395,9
396,15
397,19
398,33
399,13
400,21
401,15
402,13
403,15
404,19
405,11
406,19
407,11
408,15
409,17
410,19
411,9
412,11
413,11
414,13
415,15
416,19
417,23
418,13
419,29
420,13
421,11
422,19
423,11
424,23
425,13
426,13
427,11
428,19
429,9
430,13
431,9
432,17
433,9
434,21
435,9
436,25
437,9
438,25
439,41
440,19
441,21
442,17
443,19
444,15
445,9
446,13
447,11
448,27
449,17
450,19
451,17
452,15
453,9
454,15
455,29
456,25
457,17
458,13
459,13
460,15
461,13
462,13
463,27
464,13
465,23
466,21
467,15
468,17
469,19
470,17
471,19
472,11
473,17
474,13
475,9
476,19
477,17
478,19
479,13
480,17
481,13
482,11
483,21
484,19
485,13
486,15
487,17
488,15
489,15
490,21
491,17
492,15
493,15
494,13
495,17
496,13
497,11
498,37
499,9
500,15
501,21
502,19
503,27
504,23
505,9
506,13
507,11
508,15
509,19
510,15
511,9
512,11
513,15
514,17
515,17
516,13
517,21
518,19
519,29
520,9
521,13
522,21
523,21
524,17
525,11
526,21
527,15
528,19
529,17
530,11
531,13
532,15
533,11
534,17
535,11
536,19
537,9
538,11
539,9
540,13
541,9
542,17
543,17
544,13
545,11
546,17
547,21
548,15
549,21
550,17
551,23
552,17
553,9
554,25
555,11
556,13
557,17
558,15
559,19
560,23
561,11
562,17
563,11
564,17
565,11
566,19
567,17
568,29
569,23
570,17
571,19
572,11
573,11
574,15
575,11
576,21
577,9
578,11
579,21
580,17
581,19
582,11
583,23
584,13
585,15
586,23
587,9
588,15
589,23
590,15
591,13
592,21
593,21
594,13
595,13
596,13
597,13
598,9
599,11
600,19
601,9
602,35
603,17
604,17
605,9
606,11
607,19
608,11
609,13
610,25
611,11
612,11
613,13
614,25
615,17
616,17
617,19
618,11
619,17
620,17
621,15
622,15
623,9
624,19
625,19
626,13
627,13
628,25
629,11
630,11
631,17
632,17
633,13
634,9
635,29
636,31
637,11
638,15
639,17
640,19
641,11
642,23
643,15
644,17
645,11
646,19
647,17
648,17
649,11
650,11
651,27
652,27
653,9
654,13
655,13
656,11
657,19
658,11
659,9
660,19
661,11
662,19
663,9
664,21
665,11
666,15
667,19
668,15
669,19
670,9
671,19
672,19
673,13
674,13
675,17
676,9
677,13
678,15
679,25
680,15
681,13
682,13
683,13
684,15
685,13
686,15
687,19
688,15
689,13
690,13
691,11
692,27
693,33
694,9
695,15
696,15
697,13
698,17
699,13
700,15
701,11
702,13
703,11
704,25
705,11
706,15
707,19
708,19
709,37
710,15
711,23
712,15
713,21
714,11
715,17
716,11
717,15
718,21
719,9
720,17
721,15
722,9
723,9
724,11
725,23
726,21
727,9
728,9
729,9
730,11
731,15
732,21
733,17
734,21
735,9
736,13
737,15
738,9
739,13
740,15
741,15
742,13
743,19
744,13
745,23
746,9
747,15
748,9
749,21
750,21
751,11
752,19
753,29
754,19
755,17
756,21
757,23
758,15
759,29
760,23
761,15
762,19
763,9
764,11
765,15
766,9
767,17
768,13
769,17
770,13
771,9
772,31
773,23
774,11
775,11
776,13
777,17
778,21
779,13
780,17
781,25
782,11
783,23
784,11
785,23
786,19
787,17
788,11
789,9
790,15
791,15
792,17
793,11
794,13
795,9
796,15
797,33
798,9
799,17
800,9
801,19
802,15
803,23
804,13
805,17
806,29
807,19
808,11
809,15
810,15
811,25
812,19
813,17
814,25
815,15
816,11
817,25
818,11
819,15
820,17
821,19
822,9
823,25
824,11
825,9
826,11
827,13
828,13
829,15
830,21
831,11
832,13
833,9
834,33
835,11
836,19
837,15
838,23
839,15
840,11
841,11
842,13
843,15
844,11
845,13
846,17
847,11
848,29
849,11
850,13
851,25
852,13
853,9
854,9
855,15
856,11
857,11
858,17
859,17
860,9
861,17
862,19
863,19
864,11
865,13
866,23
867,13
868,15
869,13
870,19
871,17
872,15
873,19
874,11
875,11
876,9
877,11
878,11
879,17
880,11
881,11
882,9
883,15
884,21
885,17
886,11
887,19
888,9
889,15
890,11
891,13
892,15
893,29
894,13
895,15
896,15
897,9
898,17
899,15
900,13
901,9
902,9
903,17
904,9
905,9
906,11
907,11
908,17
909,25
910,17
911,15
912,9
913,15
914,13
915,13
916,13
917,15
918,15
919,13
920,23
921,11
922,11
923,15
924,11
925,9
926,15
927,19
928,31
929,19
930,19
931,13
932,9
933,19
934,29
935,13
936,11
937,15
938,9
939,13
940,19
941,17
942,19
943,17
944,15
945,19
946,13
947,15
948,11
949,13
950,15
951,19
952,13
953,15
954,11
955,15
956,25
957,17
958,13
959,17
960,25
961,13
962,9
963,11
964,11
965,9
966,11
967,11
968,17
969,19
970,11
971,17
972,27
973,17
974,9
975,15
976,11
977,19
978,11
979,19
980,19
981,9
982,25
983,17
984,9
985,13
986,9
987,15
988,15
989,15
990,15
991,9
992,17
993,9
994,13
995,9
996,9
997,11
998,9
999,15
1000,11
1001,19
1002,13
1003,13
1004,17
1005,13
1006,17
1007,15
1008,19
1009,11
1010,15
1011,25
1012,9
1013,27
1014,11
1015,17
1016,25
1017,17
1018,19
1019,15
1020,11
1021,23
1022,9
1023,15
1024,13
1025,11
1026,19
1027,23
1028,13
1029,23
1030,11
1031,17
1032,15
1033,11
1034,15
1035,19
1036,19
1037,19
1038,11
1039,23
1040,11
1041,13
1042,15
1043,9
1044,25
1045,21
1046,11
1047,11
1048,11
1049,13
1050,11
1051,31
1052,11
1053,11
1054,11
1055,21
1056,11
1057,11
1058,13
1059,31
1060,11
1061,25
1062,11
1063,11
1064,23
1065,9
1066,13
1067,11
1068,11
1069,19
1070,17
1071,13
1072,15
1073,21
1074,13
1075,19
1076,25
1077,21
1078,29
1079,11
1080,11
1081,13
1082,19
1083,17
1084,11
1085,13
1086,9
1087,11
1088,17
1089,11
1090,11
1091,17
1092,11
1093,9
1094,9
1095,15
1096,11
1097,17
1098,11
1099,13
1100,19
1101,11
1102,11
1103,25
1104,23
1105,17
1106,15
1107,9
1108,21
1109,9
1110,15
1111,13
1112,13
1113,11
1114,9
1115,17
1116,9
1117,15
1118,11
1119,21
1120,13
1121,11
1122,15
1123,11
1124,23
1125,11
1126,23
1127,11
1128,17
1129,13
1130,19
1131,11
1132,13
1133,21
1134,17
1135,13
1136,29
1137,31
1138,19
1139,11
1140,13
1141,13
1142,19
1143,15
1144,27
1145,11
1146,15
1147,13
1148,15
1149,11
1150,17
1151,9
1152,23
1153,11
1154,9
1155,9
1156,9
1157,13
1158,17
1159,11
1160,13
1161,11
1162,11
1163,13
1164,19
1165,23
1166,15
1167,9
1168,19
1169,15
1170,15
1171,15
1172,19
1173,11
1174,21
1175,11
1176,9
1177,17
1178,17
1179,15
1180,9
1181,15
1182,9
1183,15
1184,21
1185,13
1186,11
1187,17
1188,17
1189,17
1190,13
1191,13
1192,21
1193,9
1194,15
1195,9
1196,11
1197,9
1198,21
1199,9
1200,17
1201,19
1202,17
1203,11
1204,17
1205,13
1206,9
1207,19
1208,13
1209,13
1210,13
1211,17
1212,21
1213,11
1214,15
1215,11
1216,15
1217,11
1218,9
1219,11
1220,11
1221,15
1222,13
1223,21
1224,21
1225,9
1226,17
1227,13
1228,13
1229,13
1230,13
1231,13
1232,15
1233,11
1234,11
1235,15
1236,9
1237,15
1238,17
1239,25
1240,11
1241,11
1242,23
1243,13
1244,19
1245,9
1246,9
1247,11
1248,19
1249,17
1250,9
1251,11
1252,15
1253,15
1254,11
1255,9
1256,9
1257,19
1258,19
1259,9
1260,23
1261,11
1262,17
1263,23
1264,21
1265,15
1266,11
1267,15
1268,11
1269,15
1270,19
1271,11
1272,11
1273,11
1274,15
1275,11
1276,11
1277,9
1278,11
1279,11
1280,13
1281,13
1282,13
1283,27
1284,19
1285,11
1286,15
1287,17
1288,15
1289,11
1290,13
1291,11
1292,11
1293,15
1294,17
1295,9
1296,9
1297,9
1298,11
1299,13
1300,9
1301,13
1302,13
1303,13
1304,9
1305,11
1306,11
1307,17
1308,11
1309,15
1310,19
1311,15
1312,11
1313,11
1314,9
1315,9
1316,11
1317,9
1318,9
1319,15
1320,11
1321,15
1322,19
1323,9
1324,11
1325,9
1326,17
1327,13
1328,11
1329,13
1330,11
1331,17
1332,13
1333,11
1334,13
1335,23
1336,11
1337,9
1338,23
1339,23
1340,9
1341,21
1342,11
1343,19
1344,13
1345,23
1346,15
1347,9
1348,15
1349,25
1350,19
1351,21
1352,9
1353,21
1354,11
1355,11
1356,9
1357,13
1358,17
1359,11
1360,11
1361,9
1362,17
1363,13
1364,13
1365,9
1366,17
1367,13
1368,9
1369,19
1370,17
1371,11
1372,13
1373,13
1374,11
1375,15
1376,11
1377,15
1378,15
1379,15
1380,19
1381,13
1382,13
1383,19
1384,15
1385,21
1386,21
1387,15
1388,11
1389,9
1390,11
1391,9
1392,11
1393,19
1394,11
1395,13
1396,11
1397,15
1398,9
1399,15
1400,21
1401,17
1402,15
1403,17
1404,17
1405,15
1406,13
1407,13
1408,11
1409,11
1410,19
1411,13
1412,13
1413,9
1414,13
1415,21
1416,21
1417,21
1418,13
1419,15
1420,29
1421,17
1422,11
1423,27
1424,17
1425,11
1426,13
1427,9
1428,11
1429,13
1430,11
1431,9
1432,11
1433,9
1434,13
1435,13
1436,11
1437,11
1438,13
1439,9
1440,11
1441,17
1442,15
1443,17
1444,13
1445,13
1446,19
1447,9
1448,25
1449,11
1450,13
1451,23
1452,17
1453,11
1454,27
1455,15
1456,13
1457,13
1458,17
1459,15
1460,17
1461,17
1462,15
1463,9
1464,15
1465,17
1466,15
1467,9
1468,17
1469,11
1470,11
1471,15
1472,13
1473,11
1474,15
1475,11
1476,13
1477,17
1478,15
1479,13
1480,17
1481,13
1482,13
1483,17
1484,11
1485,9
1486,17
1487,9
1488,15
1489,9
1490,13
1491,17
1492,11
1493,23
1494,9
1495,15
1496,17
1497,19
1498,9
1499,9
1500,17
1501,13
1502,11
1503,17
1504,15
1505,17
1506,11
1507,21
1508,15
1509,11
1510,11
1511,17
1512,15
1513,9
1514,11
1515,17
1516,9
1517,15
1518,9
1519,13
1520,11
1521,15
1522,19
1523,19
1524,13
1525,17
1526,13
1527,15
1528,19
1529,25
1530,13
1531,11
1532,25
1533,11
1534,11
1535,11
1536,9
1537,27
1538,17
1539,11
1540,9
1541,31
1542,15
1543,17
1544,11
1545,15
1546,21
1547,15
1548,15
1549,13
1550,15
1551,11
1552,31
1553,17
1554,13
1555,11
1556,9
1557,11
1558,13
1559,17
1560,11
1561,9
1562,9
1563,19
1564,15
1565,9
1566,19
1567,9
1568,19
1569,9
1570,15
1571,15
1572,13
1573,19
1574,11
1575,13
1576,13
1577,15
1578,13
1579,11
1580,13
1581,9
1582,11
1583,11
1584,13
1585,15
1586,11
1587,15
1588,13
1589,17
1590,11
1591,25
1592,17
1593,23
1594,15
1595,17
1596,25
1597,23
1598,17
1599,17
1600,17
1601,13
1602,9
1603,19
1604,21
1605,27
1606,15
1607,11
1608,13
1609,9
1610,21
1611,13
1612,23
1613,15
1614,19
1615,9
1616,11
1617,9
1618,23
1619,13
1620,17
1621,11
1622,15
1623,17
1624,23
1625,17
1626,11
1627,9
1628,9
1629,11
1630,21
1631,25
1632,11
1633,23
1634,17
1635,19
1636,17
1637,13
1638,11
1639,23
1640,13
1641,11
1642,15
1643,13
1644,11
1645,9
1646,13
1647,15
1648,13
1649,11
1650,11
1651,13
1652,13
1653,11
1654,9
1655,13
1656,21
1657,9
1658,23
1659,15
1660,13
1661,11
1662,13
1663,9
1664,11
1665,11
1666,13
1667,11
1668,9
1669,21
1670,11
1671,17
1672,15
1673,9
1674,21
1675,9
1676,15
1677,23
1678,15
1679,23
1680,11
1681,17
1682,11
1683,9
1684,13
1685,9
1686,21
1687,15
1688,9
1689,19
1690,15
1691,13
1692,21
1693,11
1694,15
1695,13
1696,27
1697,15
1698,13
1699,15
1700,15
1701,11
1702,13
1703,23
1704,39
1705,9
1706,15
1707,13
1708,11
1709,13
1710,21
1711,11
1712,9
1713,13
1714,13
1715,11
1716,9
1717,13
1718,13
1719,9
1720,17
1721,15
1722,25
1723,19
1724,15
1725,15
1726,9
1727,23
1728,11
1729,15
1730,15
1731,15
1732,19
1733,13
1734,17
1735,13
1736,17
1737,9
1738,15
1739,15
1740,23
1741,15
1742,9
1743,19
1744,15
1745,11
1746,9
1747,13
1748,9
1749,9
1750,13
1751,17
1752,11
1753,9
1754,23
1755,23
1756,13
1757,9
1758,9
1759,13
1760,13
1761,11
1762,9
1763,13
1764,9
1765,19
1766,13
1767,9
1768,9
1769,9
1770,13
1771,13
1772,13
1773,9
1774,9
1775,9
1776,25
1777,15
1778,17
1779,13
1780,17
1781,23
1782,21
1783,11
1784,21
1785,11
1786,17
1787,17
1788,25
1789,11
1790,13
1791,13
1792,17
1793,31
1794,9
1795,11
1796,15
1797,9
1798,11
1799,13
1800,11
1801,11
1802,25
1803,15
1804,21
1805,9
1806,9
1807,13
1808,17
1809,13
1810,9
1811,9
1812,15
1813,17
1814,21
1815,13
1816,17
1817,19
1818,15
1819,13
1820,15
1821,11
1822,11
1823,11
1824,15
1825,11
1826,11
1827,35
1828,11
1829,19
1830,17
1831,15
1832,13
1833,17
1834,21
1835,13
1836,13
1837,9
1838,11
1839,19
1840,13
1841,19
1842,15
1843,11
1844,9
1845,13
1846,9
1847,17
1848,13
1849,13
1850,21
1851,15
1852,21
1853,13
1854,11
1855,13
1856,11
1857,19
1858,11
1859,21
1860,9
1861,25
1862,13
1863,13
1864,13
1865,9
1866,11
1867,15
1868,15
1869,19
1870,9
1871,11
1872,17
1873,11
1874,15
1875,25
1876,15
1877,27
1878,13
1879,17
1880,13
